system   I             system.c:242  al_install_system                [   0.00000] Allegro version: 5.1.13 (WIP)
dtor     D               dtor.c:184  _al_register_destructor          [   0.12194] added dtor for object 02B8C390, func 004960C0
dtor     D               dtor.c:184  _al_register_destructor          [   0.12195] added dtor for object 02A31C78, func 00490440
audio-dsound D           dsound.cpp:476  _dsound_start_voice              [   0.12196] Starting voice
audio-dsound D           dsound.cpp:504  _dsound_start_voice              [   0.12197] CreateSoundBuffer
audio-dsound D           dsound.cpp:513  _dsound_start_voice              [   0.12352] CreateSoundBuffer succeeded
audio-dsound D           dsound.cpp:519  _dsound_start_voice              [   0.12353] Starting _dsound_update thread
audio-dsound I           dsound.cpp:529  _dsound_start_voice              [   0.12357] Voice started
stdio    D         file_stdio.c:105  file_stdio_fopen                 [   0.12359] opening shootA.wav rb
dtor     D               dtor.c:184  _al_register_destructor          [   0.12372] added dtor for object 02A02828, func 004937F0
stdio    D         file_stdio.c:105  file_stdio_fopen                 [   0.12377] opening shootB.wav rb
dtor     D               dtor.c:184  _al_register_destructor          [   0.12385] added dtor for object 02A02528, func 004937F0
stdio    D         file_stdio.c:105  file_stdio_fopen                 [   0.12388] opening particle.wav rb
dtor     D               dtor.c:184  _al_register_destructor          [   0.12396] added dtor for object 02A02608, func 004937F0
stdio    D         file_stdio.c:105  file_stdio_fopen                 [   0.12398] opening dead.wav rb
dtor     D               dtor.c:184  _al_register_destructor          [   0.12406] added dtor for object 02A02668, func 004937F0
stdio    D         file_stdio.c:105  file_stdio_fopen                 [   0.12409] opening clunk.wav rb
dtor     D               dtor.c:184  _al_register_destructor          [   0.12428] added dtor for object 02A3AC00, func 004937F0
stdio    D         file_stdio.c:105  file_stdio_fopen                 [   0.12433] opening wind.wav rb
dtor     D               dtor.c:184  _al_register_destructor          [   0.12447] added dtor for object 02A3AB80, func 004937F0
stdio    D         file_stdio.c:105  file_stdio_fopen                 [   0.12507] opening yippee.wav rb
dtor     D               dtor.c:184  _al_register_destructor          [   0.12523] added dtor for object 02A3ABA0, func 004937F0
acodec   I                ogg.c:203  _al_load_ogg_vorbis              [   0.12532] Loading sample gsloop.ogg.
stdio    D         file_stdio.c:105  file_stdio_fopen                 [   0.12533] opening gsloop.ogg rb
acodec   D                ogg.c:262  _al_load_ogg_vorbis_f            [   0.12592] channels 2
acodec   D                ogg.c:263  _al_load_ogg_vorbis_f            [   0.12593] word_size 2
acodec   D                ogg.c:264  _al_load_ogg_vorbis_f            [   0.12594] rate 44100
acodec   D                ogg.c:265  _al_load_ogg_vorbis_f            [   0.12594] total_samples 1518777
acodec   D                ogg.c:266  _al_load_ogg_vorbis_f            [   0.12595] total_size 6075108
dtor     D               dtor.c:184  _al_register_destructor          [   0.24387] added dtor for object 02A3AB60, func 004937F0
dtor     D               dtor.c:184  _al_register_destructor          [   0.24419] added dtor for object 02A31D78, func 0048F5D0
dtor     D               dtor.c:184  _al_register_destructor          [   0.24429] added dtor for object 02A31E60, func 004358B0
dtor     D               dtor.c:184  _al_register_destructor          [   0.24434] added dtor for object 02A31F08, func 004300A0
system   D            wsystem.c:345  win_get_joystick_driver          [   0.24437] Selected combined XInput/DirectInput joystick driver.
system   D            wsystem.c:724  _al_win_safe_load_library        [   0.24516] PathFindOnPath found: C:\Windows\system32\xinput1_4.dll
system   D            wsystem.c:635  load_library_at_path             [   0.24517] Calling LoadLibrary C:\Windows\system32\xinput1_4.dll
system   I            wsystem.c:638  load_library_at_path             [   0.26089] Loaded C:\Windows\system32\xinput1_4.dll
xinput   I             wjoyxi.c:214  _imp_load_xinput_module_version  [   0.26147] Module "xinput1_4.dll" loaded.
system   D            wsystem.c:724  _al_win_safe_load_library        [   0.26578] PathFindOnPath found: C:\Windows\system32\dinput8.dll
system   D            wsystem.c:635  load_library_at_path             [   0.26582] Calling LoadLibrary C:\Windows\system32\dinput8.dll
system   I            wsystem.c:638  load_library_at_path             [   0.26664] Loaded C:\Windows\system32\dinput8.dll
dinput   I         wjoydxnu.cpp:1107 joydx_merge                      [   0.32056] Merged, num joysticks=0
system   D            wsystem.c:724  _al_win_safe_load_library        [   0.32112] PathFindOnPath found: C:\Windows\system32\user32.dll
system   D            wsystem.c:635  load_library_at_path             [   0.32114] Calling LoadLibrary C:\Windows\system32\user32.dll
system   I            wsystem.c:638  load_library_at_path             [   0.32116] Loaded C:\Windows\system32\user32.dll
touch    I       wtouch_input.c:90   _al_win_init_touch_input_api     [   0.32118] touch input API installed successfully
touch    I       wtouch_input.c:241  init_touch_input                 [   0.32119] registering touch window 02A00C40: 0
touch    E       wtouch_input.c:243  init_touch_input                 [   0.32120] RegisterTouchWindow failed: Access is denied.
stdio    D         file_stdio.c:105  file_stdio_fopen                 [   0.32133] opening controls.png rb
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.32144] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.32145] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.32145] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.32146] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.32146] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.32147] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.32147] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.32147] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.32148] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [   0.32148] Alpha doesn't match
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [   0.32149] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   0.32149] Found a format
d3d      I         d3d_disp.cpp:2380 d3d_create_bitmap                [   0.32150] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.32164] added dtor for object 02A794E0, func 004177B0
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.35365] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.35369] _al_d3d_sync_bitmap (video) ref count == 1
stdio    D         file_stdio.c:105  file_stdio_fopen                 [   0.52592] opening menu_bg.png rb
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.52611] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.52612] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.52612] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.52613] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.52613] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.52614] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.52614] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.52614] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.52615] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [   0.52615] Alpha doesn't match
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [   0.52616] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   0.52617] Found a format
d3d      I         d3d_disp.cpp:2380 d3d_create_bitmap                [   0.52617] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.52629] added dtor for object 02A790A0, func 004177B0
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.53842] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.53847] _al_d3d_sync_bitmap (video) ref count == 1
stdio    D         file_stdio.c:105  file_stdio_fopen                 [   0.57570] opening gs.png rb
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.57587] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.57588] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.57589] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.57589] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.57590] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.57590] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.57591] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.57591] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.57591] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [   0.57592] Alpha doesn't match
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [   0.57592] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   0.57593] Found a format
d3d      I         d3d_disp.cpp:2380 d3d_create_bitmap                [   0.57593] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.57605] added dtor for object 02A3B2C0, func 004177B0
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.57738] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.57739] _al_d3d_sync_bitmap (video) ref count == 1
stdio    D         file_stdio.c:105  file_stdio_fopen                 [   0.59692] opening slam.wav rb
dtor     D               dtor.c:184  _al_register_destructor          [   0.59713] added dtor for object 02A3AD80, func 004937F0
dtor     D               dtor.c:184  _al_register_destructor          [   0.59734] added dtor for object 02A3B1D8, func 0048F5D0
dtor     D               dtor.c:184  _al_register_destructor          [   0.59736] added dtor for object 02A79628, func 0048F5D0
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.59805] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.59807] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.59808] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.59809] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.59810] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.59811] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.59812] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.59812] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.59813] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [   0.59814] Alpha doesn't match
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [   0.59815] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   0.59816] Found a format
d3d      I         d3d_disp.cpp:2380 d3d_create_bitmap                [   0.59818] Chose bitmap format 9
font     D                ttf.c:225  alloc_glyph_region               [   0.59860] Glyph 42: 111x92 (112x92)
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.61186] _al_d3d_sync_bitmap (system) ref count == 1
